label,text,length,clean_text
0,Are you this much buzy,22,much buzy
0,Nothing. Can...,15,nothing
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,know know send chat let find msg rcvd hg suite lands row hl ldn years
0,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,119,working ringing thing whole houseful screaming brats pulling hair loving
0,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,154,family responding anything room went home diwali one called coming makes feel like died
0,"Tick, tick, tick ... Babe",25,tick tick tick babe
0,R ü going 4 today's meeting?,28,going today meeting
0,K da:)how many page you want?,29,da many page want
0,Ya had just now.onion roast.,28,ya onion roast
0,Send his number and give reply tomorrow morning for why you said that to him like that ok,89,send number give reply tomorrow morning said like ok
0,You said not now. No problem. When you can. Let me know.,56,said problem let know
0,Ok but tell me half an hr b4 u come i need 2 prepare.,53,ok tell half hr come need prepare
0,Play w computer? Aiyah i tok 2 u lor?,37,play computer aiyah tok lor
0,Sat right? Okay thanks... ,26,sat right okay thanks
0,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",129,derp worse dude always wants party dude files complaint three drug abusers lives
0,Ok Chinese food on its way. When I get fat you're paying for my lipo.,69,ok chinese food way get fat paying lipo
0,We r outside already.,21,outside already
0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,89,good trip watch remember get back must decide easter
0,Yo we are watching a movie on netflix,37,yo watching movie netflix
0,What time. I‘m out until prob 3 or so,37,time prob
0,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",102,meh thgt clash really ah dun mind dun seen lost weight gee
0,I dont thnk its a wrong calling between us,42,dont thnk wrong calling us
0,I am not sure about night menu. . . I know only about noon menu,63,sure night menu know noon menu
0,ARR birthday today:) i wish him to get more oscar.,50,arr birthday today wish get oscar
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",163,say slowly god love amp need clean heart blood send ten special people amp miracle tomorrow pls pls
0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",200,open rebtel firefox loads put plus sign user name place show two numbers lower number number pick number pin display okay
0, and  picking them up from various points,41,picking various points
1,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,155,married local women looking discreet action real matches instantly phone text match msg cost stop txt stop bcmsfwc xx
0,Wow v v impressed. Have funs shopping!,38,wow impressed funs shopping
0,I am on the way to ur home,26,way ur home
1,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,141,burger king wan na play footy top stadium get burger king st sept go large super coca cola walk winner
0,No problem. Talk to you later,29,problem talk later
0,Then ur sis how?,16,ur sis
0,Still in customer place,23,still customer place
1,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,124,come takes little time child afraid dark become teenager wants stay night
0,"Dude u knw also telugu..thts gud..k, gud nyt..",46,dude knw also telugu thts gud gud nyt
0,We confirm eating at esplanade?,31,confirm eating esplanade
0,Send me your id and password,28,send id password
0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,118,kind took garage centre part exhaust needs replacing part ordered taking fixed tomo morning
1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",123,ur chance win cash every wk txt action www movietrivia tv custcare wk
0,Well I might not come then...,29,well might come
0,Long after I quit. I get on only like 5 minutes a day as it is.,63,long quit get like minutes day
0,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,106,likely called mittelschmertz google dont paracetamol dont worry go
0,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,121,well right gon na get check today steam sales pee text want come get
0,"Just arrived, see you in a couple days &lt;3",44,arrived see couple days lt
0,"K, wat s tht incident?",22,wat tht incident
0,Yeah get the unlimited,22,yeah get unlimited
0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,116,cthen thk shd enuff still got conclusion contents pg references da contents pg cover pg
0,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",78,forgot takes years shower sorry phone dead yet
0,Ü got wat to buy tell us then ü no need to come in again.,57,got wat buy tell us need come
0,When you are big..| God will bring success.,43,big god bring success
1,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,126,bin awarded play instant cash call claim every th player wins min optout
0,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,116,stayin extra week back next wed rugby weekend hi soon
0,Well there's still a bit left if you guys want to tonight,57,well still bit left guys want tonight
0,Not from this campus. Are you in the library?,45,campus library
0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",142,affidavit says lt gt twiggs st division courtroom lt gt lt time gt double check text tomorrow
0,How will I creep on you now? ;_;,32,creep
0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,69,tell friends plan valentines day lt url gt
0,If I get there before you after your ten billion calls and texts so help me god,79,get ten billion calls texts help god
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,149,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu
0,I've told him that i've returned it. That should i re order it.,63,told returned order
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",155,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office
0,Depends on where u going lor.,29,depends going lor
0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,145,smile right go world wonder smiling think crazy keep away grins
1,FreeMsg>FAV XMAS TONES!Reply REAL,33,freemsg fav xmas tones reply real
0,Lil fever:) now fine:),22,lil fever fine
0,I think it's all still in my car,32,think still car
0,Can a not?,10,
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,158,december mobile mths entitled update latest colour camera mobile free call mobile update co free
0,Yes princess! I want to catch you with my big strong hands...,61,yes princess want catch big strong hands
0,Oh yeah I forgot. U can only take 2 out shopping at once.,57,oh yeah forgot take shopping
0,Mm so you asked me not to call radio,36,mm asked call radio
0,Thinkin about someone is all good. No drugs for that,52,thinkin someone good drugs
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",163,say slowly god love amp need clean heart blood send ten special people amp miracle tomorrow pls pls
0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",133,enjoy showers possessiveness poured ur loved ones bcoz world lies golden gift loved truly
0,"Alright if you're sure, let me know when you're leaving",55,alright sure let know leaving
0,Some are lasting as much as 2 hours. You might get lucky.,57,lasting much hours might get lucky
0,Genius what's up. How your brother. Pls send his number to my skype.,68,genius brother pls send number skype
1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",160,gr poly tones mobs direct rply poly title eg poly breathe titles crazyin sleepingwith finest ymca getzed co uk pobox wq
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,123,thk em find wtc far weiyi goin rest dunno yet ur goin dinner den might able join
0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,111,forget owns private property good boy always passionate kiss
1,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,136,interflora late order interflora flowers christmas call place order midnight tomorrow
0,Oh god..taken the teeth?is it paining,37,oh god taken teeth paining
1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,152,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,74,ask darren go pick lor oso sian tmr haf meet lect
0,No need to buy lunch for me.. I eat maggi mee..,47,need buy lunch eat maggi mee
1,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",157,congratulations thanks good friend xmas prize claim easy call per minute bt national rate
0,Ok lor...,9,ok lor
0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",149,oh right ok make sure loads work day got really nasty cough today dry shot really help
0,Wife.how she knew the time of murder exactly,44,wife knew time murder exactly
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,160,send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo pobox wq txtno ads
0,Howz that persons story,23,howz persons story
0,Thanx 4 sending me home...,26,thanx sending home
0,Its normally hot mail. Com you see!,35,normally hot mail com see
1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",110,tkts euro cup final cash collect call pobox ppm
0,U sick still can go shopping?,29,sick still go shopping
0,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",131,ya well fine bbd pooja full pimples even become quite black ur rite cold wearing sweatter
0,Nice.nice.how is it working?,28,nice nice working
0,1's reach home call me.,23,reach home call
0,Were trying to find a Chinese food place around here,52,trying find chinese food place around
0,"Easy mate, * guess the quick drink was bit ambitious.",53,easy mate guess quick drink bit ambitious
0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,131,babe miiiiiiissssssssss need crave geeee sad without babe love
0,Ok thanx...,11,ok thanx
0,aathi..where are you dear..,27,aathi dear
0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",88,tunji queen wishing great day abiola
0,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,166,today iz yellow rose day love frndship give misscall amp send ur frndz amp see many miss calls get get missed marry ur lover
0,Will be out of class in a few hours. Sorry,42,class hours sorry
0,Wat time u finish ur lect today?,32,wat time finish ur lect today
1,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",157,free message jamster get crazy frog sound poly text mad real text mad crazy sounds gbp week apply
0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",588,sad story man last week day wife nt wish parents forgot kids went work even colleagues wish entered cabin pa said happy day boss felt special askd lunch lunch invited apartment went said mind go bedroom minute ok sed sexy mood came minuts latr wid cake wife parents kidz friends colleagues screaming surprise waiting sofa naked
1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",151,chance reality fantasy show call per min ntt ltd po box croydon cr wb national rate call
0,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,74,fine good hear dear happy new year oh
0,Are you going to wipro interview today?,39,going wipro interview today
0,how tall are you princess?,26,tall princess
0,I doubt you could handle 5 times per night in any case...,57,doubt could handle times per night case
0,Haha... Hope ü can hear the receipt sound... Gd luck!,53,haha hope hear receipt sound gd luck
0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,94,gon na death gon na leave note says robs fault avenge
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",276,japanese proverb one none must indian version one let none leave finally kerala version one stop none make strike
0,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,82,today workin free oso gee thgt workin ur fren shop
0,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,160,life face choices toss coin becoz settle question coin air know heart hoping gudni
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",151,know god created gap fingers one made comes amp fills gaps holding hand love
0,I want to be there so i can kiss you and feel you next to me,60,want kiss feel next
0,I am not at all happy with what you saying or doing,51,happy saying
1,Adult 18 Content Your video will be with you shortly,52,adult content video shortly
0,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",138,ok would lovely sure think wot want drinkin dancin eatin cinema wot
0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,104,saying explicitly told nora know someone probably gon na bother
0,He says hi and to get your ass back to south tampa (preferably at a kegger),75,says hi get ass back south tampa preferably kegger
0,Smith waste da.i wanna gayle.,29,smith waste da wan na gayle
0,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",142,mum sent many many messages since got want know actually getting enjoy rest day
0,"Aight, tomorrow around  &lt;#&gt;  it is",40,aight tomorrow around lt gt
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",166,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand
1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",152,chance reality fantasy show call per min ntt ltd po box croydon cr wb national rate call
0,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,130,actually first time went bed long spoke woke night
0,See you there! ,15,see
0,I dont understand your message.,31,dont understand message
0,Crucify is c not s. You should have told me earlier.,52,crucify told earlier
0,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",234,idk keep saying since moved keep butting heads freedom vs responsibility tired much shit deal barely keeping together gets added
0,Fuck cedar key and fuck her (come over anyway tho),50,fuck cedar key fuck come anyway tho
0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,103,twenty past five said train durham already coz reserved seat
1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",140,hey boys want hot xxx pics sent direct ur phone txt porn hrs free per day stop text stopbcm sf wc xx
0,U still painting ur wall?,25,still painting ur wall
1,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",152,last chance claim ur worth discount vouchers today text shop savamob offers mobile cs savamob pobox uz sub
0,Printer is cool. I mean groovy. Wine is groovying,49,printer cool mean groovy wine groovying
0,Hi Harish's rent has been transfred to ur Acnt.,47,hi harish rent transfred ur acnt
0,Anything lor is she coming?,27,anything lor coming
0,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,77,cbe really good nowadays lot shop showrooms city shaping good
0,Ü still attending da talks?,27,still attending da talks
0,No probs hon! How u doinat the mo?,34,probs hon doinat mo
0,K I'll take care of it,22,take care
0,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,95,take phone callon friday assume year
0,My battery is low babe,22,battery low babe
0,Shuhui has bought ron's present it's a swatch watch...,54,shuhui bought ron present swatch watch
0,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",67,yeah quite bit left swing tomorrow get
0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,73,babe said hours almost internet
0,K I'll be sure to get up before noon and see what's what,56,sure get noon see
0,K...k...yesterday i was in cbe .,32,yesterday cbe
0,Went to ganesh dress shop,25,went ganesh dress shop
1,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",163,pdate double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd call optout yhl
0,Ü collecting ur laptop then going to configure da settings izzit?,65,collecting ur laptop going configure da settings izzit
0,If you r @ home then come down within 5 min,43,home come within min
0,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",121,aight latest probably closer jay tyler two trips
0,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,55,come aftr lt decimal gt cleaning house
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,139,ur cash balance currently pounds maximize ur cash send cash msg cc po box tcr
0,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",122,bill letters expecting one orange bill may still say orange
0,Tell me pa. How is pain de.,27,tell pa pain de
0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,141,hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want man gang bang
0,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",109,ha know either clever simple thing pears day perfect christmas
0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",109,helloooo wake sweet morning welcomes enjoy day full joy gud mrng
0,ALRITE,6,alrite
0,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,142,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,136,urgent mobile number awarded prize guaranteed call land line claim valid hrs
0,How do you guys go to see movies on your side.,46,guys go see movies side
0,"Sorry,in meeting I'll call later",32,sorry meeting call later
0,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,89,tell thinking plus going stop runs
0,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,64,kindly send one flat lt decimal gt today
1,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,148,sorry unsubscribe yet mob offer package min term weeks pls resubmit request expiry reply themob help info
0,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,77,nothing lor bit bored dun go home early sleep today
0,What time should I tell my friend to be around?,47,time tell friend around
0,Yes. that will be fine. Love you. Be safe.,42,yes fine love safe
0,Thanks chikku..:-) gud nyt:-*,29,thanks chikku gud nyt
0,Is xy in ur car when u picking me up?,37,xy ur car picking
0,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",85,thanx time spent geva bin mint ur baby want xxxx
0,"Yo, any way we could pick something up tonight?",47,yo way could pick something tonight
0,I've not sent it. He can send me.,33,sent send
0,Fine am simply sitting.,23,fine simply sitting
0,Thts god's gift for birds as humans hav some natural gift frm god..,67,thts god gift birds humans hav natural gift frm god
0,Are you coming to day for class.,32,coming day class
0,Im done. Just studyn in library,31,im done studyn library
0,Ok... U enjoy ur shows...,25,ok enjoy ur shows
0,Anything...,11,anything
0,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,128,wuld without baby thought alone mite break wan na go crazy everyboy needs lady xxxxxxxx
0,Wat's my dear doing? Sleeping ah?,33,wat dear sleeping ah
0,Hi' Test on  &lt;#&gt; rd ....,30,hi test lt gt rd
0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,183,students solved cat question xam lt gt lt gt lt gt tell answer brilliant thing got answr
0,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,156,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody loko night
0,Yup n her fren lor. I'm meeting my fren at 730.,47,yup fren lor meeting fren
0,"Yeah, we got one lined up for us",32,yeah got one lined us
0,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",135,stop wondering wow ever going stop tm ing tm whenever want mine laughs
0,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,101,lol yep yesterday already got fireplace another icon sitting
0,Hey i've booked the pilates and yoga lesson already... Haha,59,hey booked pilates yoga lesson already haha
0,Are you ok. What happen to behave like this,43,ok happen behave like
1,You have 1 new message. Please call 08712400200.,48,new message please call
0,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,95,supervisor find one lor thk students havent ask yet tell aft ask
0,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",142,hello news job making wait fifth week yeah im woozles weasels exeter still home
0,No message..no responce..what happend?,38,message responce happend
1,We currently have a message awaiting your collection. To collect your message just call 08718723815.,100,currently message awaiting collection collect message call
0,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",327,hey babe sorry get sooner gary come fix cause thinks knows go far ptbo says cost lt gt bucks know might cheaper find someone second hand machines right let know want babe
0,make that 3! 4 fucks sake?! x,29,make fucks sake
0,Leave it. U will always be ignorant.,36,leave always ignorant
0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),87,nope going sch fri quite early lor cos mys sis got paper da morn
0,at bruce b downs &amp; fletcher now,35,bruce downs amp fletcher
0,Where are you ? You said you would be here when I woke ... :-(,62,said would woke
0,Hey now am free you can call me.,32,hey free call
0,Tell me whos this pls:-),24,tell whos pls
1,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",119,urgent mobile awarded bonus caller prize final attempt contact call
0,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",112,think might give miss teaching til twelve lecture two damn working thing
0,Id have to check but there's only like 1 bowls worth left,57,id check like bowls worth left
0,Yes there were many sweets,26,yes many sweets
0,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,110,would still cozy exhausted last night nobody went school work everything closed
1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,147,secret admirer reveal thinks special call opt reply reveal stop per msg recd cust care
0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,147,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake
0,Sir send to group mail check it.,32,sir send group mail check
0,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,151,da intro covers energy trends pros cons brief description nuclear fusion oso brief history iter jet got abt half pages
0,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,40,none nowhere ikno doesdiscount shitinnit
0,You dont know you jabo me abi.,30,dont know jabo abi
1,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",135,ever notice driving anyone going slower idiot everyone driving faster maniac
0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,94,yet ya sapna aunty manege day hogidhe chinnu full weak swalpa black agidhane
0,"Are you being good, baby? :)",28,good baby
0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,164,neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt
0,"Mostly sports type..lyk footbl,crckt..",38,mostly sports type lyk footbl crckt
0,Ma head dey swell oh. Thanks for making my day,46,head dey swell oh thanks making day
0,U should make a fb list,23,make fb list
0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",316,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move said made students wont even start datz confidence
0,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,65,sary need tim bollox hurt lot tol
0,Happy New Year Princess!,24,happy new year princess
0,"I'll text carlos and let you know, hang on",42,text carlos let know hang
0,"Don't worry, * is easy once have ingredients!",45,worry easy ingredients
0,I love u 2 my little pocy bell I am sorry but I love u,54,love little pocy bell sorry love
0,"Ok omw now, you at castor?",26,ok omw castor
0,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,60,yar lor keep raining non stop wan go elsewhere
1,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",159,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd call optout qf
0,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,141,mean almost done done wif sleeping tot going take nap yup send liao picking ard smth lor
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",151,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
0,"Tonight? Yeah, I'd be down for that",35,tonight yeah
0,What should i eat fo lunch senor,32,eat fo lunch senor
0,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",143,said right giggle saw would possibly first person die nvq think much could
0,No break time one... How... I come out n get my stuff fr ü?,59,break time one come get stuff fr
1,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,106,reply win weekly professional sport tiger woods play send stop end service
0,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",96,see see maybe reboot ym seen buzz
0,Do you still have the grinder?,30,still grinder
1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,147,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends tone reply hl info
